norms,entropies
208.97934799773068,1915.084954597243
209.0465727144909,1914.708036067089
208.7273101541777,1913.9586953126463
209.02206273673917,1914.5129682828363
209.14859060439426,1914.2193783878533
209.11162684558573,1915.125052709618
209.02222298362742,1913.9582603009076
208.9841966064081,1914.1792161137093
209.17061967968212,1914.9821910712596
209.40903109183972,1916.355740445683
208.97878420016778,1915.2323958390373
208.92240998862513,1913.9325813227786
209.80425341716958,1915.3622943909077
209.1343063990855,1915.2572625793293
209.15396757071224,1913.6032286704617
209.19090020384985,1914.3405253861242
208.88288288050794,1914.4929309981278
209.41797599195863,1915.144001733213
208.88367788120644,1914.956305953737
208.84159466335063,1914.2276399704751
209.06821065451166,1915.9978162045966
208.75755804171803,1915.4740439335428
208.78386245904628,1914.8927960090944
209.03543039955875,1914.5675962573725
209.13139042159617,1915.331891765164
208.7832287453087,1914.1552288199266
209.37505428984082,1916.3518159129494
209.17775756075835,1915.4147643598533
208.6854483173345,1913.2812257243818
208.67390555529337,1914.3352021466396
208.80942692306664,1913.6693692822291
208.86783444160665,1913.728051408758
208.56561081098673,1913.119741515731
209.3512745629501,1916.2120709432609
208.92198905904888,1915.0535737091982
208.76644175411903,1914.5941622628986
208.7004436343837,1914.8685915858198
208.95754799620465,1916.0874247944664
209.3250080028422,1916.519615200559
209.17093035609278,1915.498209857736
209.07957084120736,1913.4954225945005
209.18992234404203,1913.2142070272237
209.01206654269123,1914.3338168334271
208.62623076630746,1914.6414843816701
208.85527582088073,1914.122647497112
209.1101911554702,1914.25043650313
209.43217884190219,1915.3339224439655
208.98910799278676,1913.998352165279
208.88795230883224,1914.6713237095198
208.89161239351415,1915.631437405722
209.53479499465826,1914.794525104503
209.36141634205075,1916.2828586667458
209.20225394292567,1913.9708215587223
209.04046363753417,1916.0876529809495
209.07256153966122,1915.212176147138
209.188178833698,1914.5752365119133
208.9493757106863,1914.5723114664306
209.01684923661216,1915.3957610914572
209.2743836636917,1914.979294773629
208.58262195335945,1913.851587439235
209.09467507683718,1915.2573060634036
209.02175547261865,1914.3358400236418
208.9403617625736,1914.1553349712117
209.13789898422482,1914.5866605885687
208.82849481127528,1914.1450551956116
208.9962197177729,1915.4627846622836
209.5072096322169,1915.2922057108524
208.7894543733859,1914.7842658945908
209.06392217115646,1915.4186417668193
209.28471908382193,1916.0209282397675
208.7972031688187,1914.2792423819217
209.37521623832598,1914.5146266076404
208.56729748692953,1915.468933323613
209.2220252419882,1914.6979647545365
209.05222307388956,1915.260541266259
209.00984845685062,1915.4324507165911
209.10459438154624,1915.8366461561384
209.29051048726782,1915.275364004024
208.57857268427318,1914.7921843312215
209.04068037164672,1914.0495374939355
